id;gender;masterCategory;subCategory;articleType;baseColour;season;year;usage;productDisplayName;filename;link;gender_group
25948;Women;Accessories;Scarves;Scarves;Green;Summer;2012;Casual;Femella Women Green Scarf;25948.jpg;http://assets.myntassets.com/v1/images/style/properties/ac338ca9da7ba30d91f966c09ff6946d_images.jpg;WOMEN
27409;Women;Apparel;Loungewear and Nightwear;Lounge Shorts;Navy Blue;Winter;2015;Casual;Jockey Women Navy Blue Capris;27409.jpg;http://assets.myntassets.com/v1/images/style/properties/5a3a3c2b9cb0a15521cf84a1380d133b_images.jpg;WOMEN
35554;Girls;Footwear;Sandal;Sandals;Pink;Summer;2012;Casual;Enroute Teens Pink Sandals;35554.jpg;http://assets.myntassets.com/v1/images/style/properties/030880e5b0718e2f886d678969b0db17_images.jpg;WOMEN
57889;Women;Personal Care;Skin;Face Serum and Gel;Green;Spring;2017;Casual;Biotique Bio Chlorophyll Oil-Free Anti-Acne Gel;57889.jpg;http://assets.myntassets.com/v1/images/style/properties/Biotique-Bio-Chlorophyll-Anti-Acne-Gel_9f7d42c1a6b3318eb49a60221add9db0_images.jpg;WOMEN
58600;Women;Accessories;Accessories;Hair Accessory;Pink;Winter;2016;Casual;ToniQ Women Pink Hair Accessories;58600.jpg;http://assets.myntassets.com/v1/images/style/properties/ToniQ-Women-Pink-Hair-Accessories_031a988a4862f05e80ecc82d751920e8_images.jpg;WOMEN
29211;Women;Accessories;Socks;Socks;Blue;Summer;2012;Sports;Fila Women Blue Socks;29211.jpg;http://assets.myntassets.com/v1/images/style/properties/eb6beeca766305e776edd5294ba74975_images.jpg;WOMEN
14894;Women;Accessories;Accessories;Travel Accessory;Black;Summer;2011;Casual;United Colors of Benetton Women Solid Black Bags;14894.jpg;http://assets.myntassets.com/v1/images/style/properties/303bc22d7176e66123365dc65b1214ef_images.jpg;WOMEN
39138;Women;Apparel;Apparel Set;Kurta Sets;Pink;Summer;2012;Ethnic;Aneri Women Pink & White Salwar Suit;39138.jpg;http://assets.myntassets.com/v1/images/style/properties/35d81129a764c2034f40e4202a0566ce_images.jpg;WOMEN
54894;Men;Apparel;Loungewear and Nightwear;Lounge Pants;Green;Summer;2016;Casual;Do U Speak Green Men Green Lounge Pants;54894.jpg;http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Men-Green-Lounge-Pants_1a6b787e3ac75d8386948f26f8b1781c_images.jpg;MEN
56144;Women;Personal Care;Makeup;Eyeshadow;Nude;Spring;2017;Casual;Colorbar Seductively Nude Enchanting Trio Eye Shadow;56144.jpg;http://assets.myntassets.com/assets/images/56144/2019/1/11/fe8dbcfb-de17-47ae-a6e3-a27b75b774171547197522037-Colorbar-Seductively-Nude-Enchanting-Trio-Eye-Shadow-9001547-1.jpg;WOMEN
10777;Women;Apparel;Topwear;Jackets;Purple;Summer;2011;Sports;Nike Women Hooded Purple Jacket;10777.jpg;http://assets.myntassets.com/v1/images/style/properties/a4f1bf2e2d65054196bfca280b644526_images.jpg;WOMEN
25781;Men;Apparel;Topwear;Suspenders;Black;Summer;2012;Formal;Arrow Men Black Suspenders;25781.jpg;http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Black-Suspenders_fea4200f52c34537d040e3a6a5d8ab92_images.jpg;MEN
57773;Women;Personal Care;Skin;Mask and Peel;Lime Green;Spring;2017;;Lotus Herbals Frujuvenate Skin Perfecting & Rejuvenating Fruit Pack 350 g;57773.jpg;http://assets.myntassets.com/assets/images/57773/2018/1/24/11516773646410-NA-7611516773646424-1.jpg;WOMEN
43655;Women;Apparel;Dress;Jumpsuit;Multi;Summer;2012;Casual;ONLY Women Multi Coloured Short Jumpsuit;43655.jpg;http://assets.myntassets.com/v1/images/style/properties/5e1e0e943d4ed3be09929395ec223309_images.jpg;WOMEN
49019;Women;Accessories;Jewellery;Ring;Silver;Fall;2012;Casual;Lucera Women Set of Two Silver Ring;49019.jpg;http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Set-of-Two-Silver-Ring_b438511c8eb6f6ced43b542f10ae4153_images.jpg;WOMEN
51126;Women;Free Items;Free Gifts;Free Gifts;Pink;Summer;2012;Ethnic;Satya Paul Pink Saree;51126.jpg;http://assets.myntassets.com/v1/images/style/properties/11b093bcfa054a1071d3fa57b84bd9bf_images.jpg;WOMEN
14628;Women;Apparel;Topwear;Sweatshirts;Blue;Fall;2011;Casual;United Colors of Benetton Women Solid Blue Sweat Shirts;14628.jpg;http://assets.myntassets.com/v1/images/style/properties/9bacce86691f43c4454cd11ab0a7cc53_images.jpg;WOMEN
59554;Women;Accessories;Jewellery;Bangle;Silver;Summer;2013;Casual;Lucera Silver Bangle;59554.jpg;http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Bangle_4d261981efe0a7f076da6843b7aae45b_images.jpg;WOMEN
30903;Women;Apparel;Bottomwear;Salwar;White;Summer;2012;Ethnic;Fabindia Women White Salwar;30903.jpg;http://assets.myntassets.com/v1/images/style/properties/f594a4b52771962a3783f3249a6d5696_images.jpg;WOMEN
47070;Women;Apparel;Bottomwear;Patiala;Beige;Fall;2012;Ethnic;Shree Women Beige & Blue Patiala;47070.jpg;http://assets.myntassets.com/v1/images/style/properties/a5984702b17809ead4c021e2d6a7548c_images.jpg;WOMEN
31742;Men;Apparel;Topwear;Blazers;Black;Summer;2012;Formal;Reid & Taylor Men Semi Formal Black Blazer;31742.jpg;http://assets.myntassets.com/v1/images/style/properties/6a4ba6f42c04311003248ed463d694d7_images.jpg;MEN
27007;Women;Apparel;Bottomwear;Jeggings;Blue;Summer;2012;Casual;Jealous 21 Women Dark Blue Jeggings;27007.jpg;http://assets.myntassets.com/v1/images/style/properties/d7826d162909bf739fc2fb241e34e2e2_images.jpg;WOMEN
19933;Men;Accessories;Accessories;Accessory Gift Set;Red;Fall;2011;Formal;Reid & Taylor Men Formal Red Tie+Cufflink+Pocket square - Combo Pack;19933.jpg;http://assets.myntassets.com/v1/images/style/properties/37ea47ca6775d47ab26491965d824540_images.jpg;MEN
12609;Women;Apparel;Topwear;Sweaters;Blue;Fall;2011;Casual;Jealous 21 Women Solid Blue Sweaters;12609.jpg;http://assets.myntassets.com/v1/images/style/properties/f162fdebcce2ffaedaec809e8f07961b_images.jpg;WOMEN
27903;Women;Apparel;Bottomwear;Trousers;Beige;Summer;2012;Formal;Scullers For Her Beige Trousers;27903.jpg;http://assets.myntassets.com/v1/images/style/properties/7826191c99520fdfd348167449a71bdd_images.jpg;WOMEN
57709;Women;Personal Care;Lips;Lip Liner;Pink;Spring;2017;;Lotus Herbals Poppy Plum Lip Liner 59;57709.jpg;http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Poppy-Plum-Lip-Liner-59_5fd996713d6abc439414e693e65f2802_images.jpg;WOMEN
52499;Women;Apparel;Loungewear and Nightwear;Baby Dolls;Black;Summer;2017;Casual;Red Rose Women Black Nightdress;52499.jpg;http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-Black-Nightdress_c72a7dcb1507bb9580f33ebbe2212e13_images.jpg;WOMEN
59105;Men;Apparel;Topwear;Rain Jacket;Blue;Fall;2012;Casual;Just Natural Men Navy Blue Rain Jacket;59105.jpg;http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Navy-Blue-Rain-Jacket_324327bf18141f0217a81ab3d6957f61_images.jpg;MEN
50672;Men;Apparel;Loungewear and Nightwear;Lounge Pants;Grey Melange;Summer;2018;Sports;Chromozome Men Grey Melange Ranger Lounge Pants S-5429;50672.jpg;http://assets.myntassets.com/v1/images/style/properties/Chromozome-Men-Grey-Melange-Ranger-Track-Pants_5aa04c8503d49899dca0537e65aa84e1_images.jpg;MEN
37895;Women;Apparel;Bottomwear;Tights;Multi;Summer;2012;Casual;Happy Socks Women Striped Tights;37895.jpg;http://assets.myntassets.com/v1/images/style/properties/37ef4fb9443b9d686f8fbdce52af8953_images.jpg;WOMEN
48566;Women;Accessories;Jewellery;Bracelet;Silver;Summer;2012;Casual;Lucera Women Silver Bracelet;48566.jpg;http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Bracelet_b2ff06654e21976272fff56ebe00ca94_images.jpg;WOMEN
55086;Women;Personal Care;Skin Care;Eye Cream;Cream;Spring;2017;Casual;Ponds Flawless White Under Eye Cream;55086.jpg;http://assets.myntassets.com/v1/images/style/properties/Ponds-Flawless-White-Under-Eye-Cream_1dc33e04b67c1dc1918d794a61b8b116_images.jpg;WOMEN
56546;Women;Personal Care;Makeup;Makeup Remover;White;Spring;2017;;Streetwear Makeup Remover;56546.jpg;http://assets.myntassets.com/v1/images/style/properties/Streetwear-Makeup-Remover_a1851cf0c7392014eb356f289443f7b2_images.jpg;WOMEN
55809;Women;Apparel;Loungewear and Nightwear;Night suits;Pink;Summer;2017;Casual;SDL by Sweet Dreams Women Pink & Purple Night Suit S11-3186;55809.jpg;http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Pink---Purple-Pyjama-Set_efb1f5520f3af03d3bcb55de973334cd_images.jpg;WOMEN
10017;Women;Apparel;Topwear;Jackets;Blue;Fall;2011;Sports;Nike Women As The Windru Blue Jackets;10017.jpg;http://assets.myntassets.com/v1/images/style/properties/9f87ee7f474418708b44f85560868489_images.jpg;WOMEN
29990;Women;Free Items;Free Gifts;Free Gifts;Black;Winter;2016;Casual;Aspen Women Black Dial Watch;29990.jpg;http://assets.myntassets.com/v1/images/style/properties/Aspen-Women-Black-Watch_f10b5ab3d7cfa57edcd46e0fff83cc50_images.jpg;WOMEN
33509;Women;Apparel;Bottomwear;Shorts;Pink;Summer;2012;Casual;Doodle Kids Girl Check Pink Shorts;33509.jpg;http://assets.myntassets.com/v1/images/style/properties/c1aed726209416754765bb81a15fddee_images.jpg;WOMEN
15869;Girls;Footwear;Sandal;Sandals;Pink;Fall;2011;Casual;Warner Bros Kids Girls TJ Playlogs Pink Sandals;15869.jpg;http://assets.myntassets.com/v1/images/style/properties/545f9eff3a8aeda8ec5759ec41ecfd52_images.jpg;WOMEN
48947;Men;Accessories;Jewellery;Ring;Steel;Summer;2013;Casual;Revv Men Steel Ring;48947.jpg;http://assets.myntassets.com/v1/images/style/properties/e6fd4211d1f93869c63a315682c79f61_images.jpg;MEN
56252;Men;Apparel;Loungewear and Nightwear;Night suits;Green;Summer;2016;Casual;SDL by Sweet Dreams Men Green & Black Pyjama Set;56252.jpg;http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Men-Green---Black-Pyjama-Set_f1aaa4be381b16ff2bf2e723a83755b3_images.jpg;MEN
52518;Women;Apparel;Loungewear and Nightwear;Baby Dolls;Red;Winter;2015;Casual;Red Rose Red Nightdress;52518.jpg;http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Red-Nightdress_eec54cf6a075d37ad78532d711fffd35_images.jpg;WOMEN
36269;Women;Apparel;Loungewear and Nightwear;Night suits;White;Summer;2017;Casual;SDL by Sweet Dreams Women White & Pink Night suits;36269.jpg;http://assets.myntassets.com/v1/images/style/properties/75f5c864f3c08dd884d04442138d1b67_images.jpg;WOMEN
52514;Women;Apparel;Innerwear;Camisoles;Black;Winter;2015;Casual;Red Rose Black Camisole;52514.jpg;http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Black-Bra_9d7962bb4abd9b3f2d0f7e25500bda43_images.jpg;WOMEN
56427;Women;Personal Care;Eyes;Eyeshadow;Bronze;Spring;2017;Casual;Streetwear Groovy Baby Eye Shadow;56427.jpg;http://assets.myntassets.com/v1/images/style/properties/Streetwear-FX-Groovy-Baby-Eye-Shadow_6fb15d4da539972e0d279e3aa4f843d7_images.jpg;WOMEN
5609;Men;Footwear;Sandal;Sports Sandals;Navy Blue;Spring;2013;Casual;ADIDAS Men Receptor Navy Sports Sandals;5609.jpg;http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Receptor-Navy-Sports-Sandals_c52fff61c336160cdbfbe954cb1d12ed_images.jpg;MEN
22175;Women;Footwear;Sandal;Sports Sandals;Brown;Fall;2012;Casual;Timberland Women Brown Sandals;22175.jpg;http://assets.myntassets.com/v1/images/style/properties/f03422dc5090efebedf19f94e5887399_images.jpg;WOMEN
15083;Men;Apparel;Bottomwear;Churidar;Black;Fall;2011;Ethnic;Mother Earth Men Solid Black Churidar;15083.jpg;http://assets.myntassets.com/v1/images/style/properties/f425a789f2f756d2af6d742352a5b160_images.jpg;MEN
47320;Women;Accessories;Bags;Backpacks;Green;Summer;2012;Casual;Baggit Women Green Backpack;47320.jpg;http://assets.myntassets.com/v1/images/style/properties/195fc8be4082c4ebd68c8ea7f9af8ea2_images.jpg;WOMEN
23482;Men;Free Items;Free Gifts;Scarves;Black;Summer;2012;Casual;Arrow Men Black & White Scarf;23482.jpg;http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Black-Check-Scarf0235c714cdeb34dfdf8c81acdb2866d9_images.jpg;MEN
27496;Women;Apparel;Innerwear;Camisoles;White;Winter;2015;Casual;Jockey Women White Camisole;27496.jpg;http://assets.myntassets.com/v1/images/style/properties/d061327d331194608e47b21507ebe2ed_images.jpg;WOMEN
25757;Men;Apparel;Topwear;Suspenders;Red;Summer;2012;Formal;Lino Perros Men Red Suspenders;25757.jpg;http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Men-Red-Suspenders_4a697501c346fe9e7260aac33c862e87_images.jpg;MEN
58624;Women;Accessories;Jewellery;Bracelet;Black;Winter;2016;Casual;ToniQ Women Black Bracelet;58624.jpg;http://assets.myntassets.com/v1/images/style/properties/ToniQ-Women-Black-Bracelet_af59471c29310b98910184a8072549ed_images.jpg;WOMEN
5761;Women;Apparel;Bottomwear;Shorts;White;Summer;2011;Casual;Jealous 21 Women's Pink Shorts;5761.jpg;http://assets.myntassets.com/v1/images/style/properties/06255cfe627b850280fd75dba4e70c9e_images.jpg;WOMEN
42639;Women;Accessories;Jewellery;Bracelet;Gold;Winter;2016;Casual;Estelle Women Gold Bracelet;42639.jpg;http://assets.myntassets.com/v1/images/style/properties/0dd26e1e6b5d913deb80b16bc57384bb_images.jpg;WOMEN
30187;Men;Accessories;Bags;Laptop Bag;Black;Summer;2012;Casual;Nike Men Black Arsenal Allegiance Laptop Bag;30187.jpg;http://assets.myntassets.com/v1/images/style/properties/a707f2a5e39ea34143e1dd916d058c6d_images.jpg;MEN
57208;Women;Apparel;Bottomwear;Jeggings;Blue;Fall;2012;Casual;Kraus Jeans Women Blue Jeggings;57208.jpg;http://assets.myntassets.com/v1/images/style/properties/Kraus-Jeans-Women-Blue-Jeans_4819ee41e4343a7066f4563cbae1f31d_images.jpg;WOMEN
55275;Women;Personal Care;Makeup;Compact;Pink;Summer;2019;Casual;Lakme Rose Powder With Sunscreen;55275.jpg;http://assets.myntassets.com/v1/images/style/properties/Lakme-Rose-Powder-With-Sunscreen_5d691d15895aba34d2a351ca34fae263_images.jpg;WOMEN
28459;Women;Apparel;Bottomwear;Shorts;Purple;Summer;2012;Sports;Urban Yoga Women Purple Shorts;28459.jpg;http://assets.myntassets.com/v1/images/style/properties/06b071d19cc46c7d71c663418c7eaf23_images.jpg;WOMEN
56164;Women;Personal Care;Makeup;Kajal and Eyeliner;Green;Spring;2017;Casual;Colorbar I-Define Moss Green Eye Pencil 004;56164.jpg;http://assets.myntassets.com/assets/images/56164/2019/1/11/de30d5cf-dced-4f5b-b2bf-2bd1015f17e71547199730121-Colorbar-I-Define-Moss-Green-Eye-Pencil-004-7541547199730037-1.jpg;WOMEN
52470;Women;Apparel;Innerwear;Camisoles;White;Winter;2015;Casual;Red Rose White Camisole;52470.jpg;http://assets.myntassets.com/v1/images/style/properties/Red-Rose-White-Camisole_174ea7650f2a1f2bd66673d91845a663_images.jpg;WOMEN
35590;Men;Footwear;Sandal;Sports Sandals;Grey;Fall;2014;Casual;Gliders Men Grey Sports Sandals;35590.jpg;http://assets.myntassets.com/v1/images/style/properties/Gliders-Men-Grey-Sports-Sandals_8882d58a98ef52d3c3e192b6aa30e2da_images.jpg;MEN
15370;Women;Apparel;Topwear;Sweatshirts;Pink;Fall;2011;Casual;Urban Yoga Women Solid Pink Sweatshirts;15370.jpg;http://assets.myntassets.com/v1/images/style/properties/080c049630e5a1031def1f9733dd502a_images.jpg;WOMEN
37204;Women;Apparel;Dress;Jumpsuit;Teal;Summer;2012;Casual;United Colors of Benetton Women Printed Teal Jumpsuit;37204.jpg;http://assets.myntassets.com/v1/images/style/properties/41c3a8aab7ccf4509778bd2dee49b76f_images.jpg;WOMEN
30899;Women;Apparel;Loungewear and Nightwear;Lounge Pants;Navy Blue;Summer;2012;Casual;Fabindia Women Navy Blue Salwar;30899.jpg;http://assets.myntassets.com/v1/images/style/properties/d04b068eced27e37d4356706fafaea13_images.jpg;WOMEN
50386;Women;Apparel;Bottomwear;Salwar and Dupatta;Turquoise Blue;Summer;2012;Ethnic;Vishudh Women Turquoise Blue Salwar and Dupatta;50386.jpg;http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-Turquoise-Blue-Salwar-and-Dupatta_7d0756dcde566e5952aa79a08e9c74f8_images.jpg;WOMEN
56170;Women;Personal Care;Makeup;Kajal and Eyeliner;Mauve;Spring;2017;Casual;Colorbar Color Intense Mauve Mermaid Liquid Eyeliner 009;56170.jpg;http://assets.myntassets.com/assets/images/56170/2019/1/11/4c43ec5d-dfa6-4aef-9e31-7534f8be95721547199786213-Colorbar-Color-Intense-Mauve-Mermaid-Liquid-Eyeliner-009-767-1.jpg;WOMEN
56582;Women;Personal Care;Makeup;Highlighter and Blush;Bronze;Spring;2017;;Streetwear Crystal Shine Bronze Face Brightener Loose Powder;56582.jpg;http://assets.myntassets.com/v1/images/style/properties/Streetwear-Crystal-Shine-Bronze-Face-Brightener-Loose-Powder_b079a1504520a608958db8350b1b46dd_images.jpg;WOMEN
23476;Men;Accessories;Scarves;Scarves;Grey;Winter;2015;Casual;Lino Perros Men Grey Check Scarf;23476.jpg;http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Men-Grey-Check-Scarf144b636050e2a57f732a7869d7cf8ad9_images.jpg;MEN
55090;Women;Personal Care;Skin;Face Moisturisers;Silver;Spring;2017;Casual;Pond's Flawless White Visible Lightening Daily Cream;55090.jpg;http://assets.myntassets.com/v1/images/style/properties/Ponds-Flawless-White-Visible-Lightening-Daily-Cream_82c28de76f7e441921a4b077beada29b_images.jpg;WOMEN
36257;Men;Apparel;Loungewear and Nightwear;Night suits;Navy Blue;Summer;2016;Casual;SDL by Sweet Dreams Men Navy Blue & Grey Pyjama Set;36257.jpg;http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Men-Navy-Blue---Grey-Pyjama-Set_e1334ec7ae2760963a2f051a35802b0d_images.jpg;MEN
15463;Men;Apparel;Bottomwear;Tracksuits;Blue;Fall;2011;Sports;Puma Men Graphic Logo Blue Tracksuits;15463.jpg;http://assets.myntassets.com/v1/images/style/properties/9bbf63209db4c5f7b2326d1e18a5af07_images.jpg;MEN
55579;Women;Personal Care;Makeup;Compact;Skin;Spring;2017;Casual;Revlon Touch & Glow Ivory Matte Compact;55579.jpg;http://assets.myntassets.com/v1/images/style/properties/Revlon-Touch---Glow-Ivory-matte-Compact_986e391a94be4d9ec11476bb53065529_images.jpg;WOMEN
20300;Women;Apparel;Topwear;Sweaters;Maroon;Fall;2011;Casual;Jealous 21 Women Solid Maroon Sweater;20300.jpg;http://assets.myntassets.com/v1/images/style/properties/0c0f59904813a7c7aa83fbfa0f792d5c_images.jpg;WOMEN
19342;Women;Apparel;Topwear;Jackets;Black;Fall;2011;Casual;United Colors of Benetton Women Solid Black Jacket;19342.jpg;http://assets.myntassets.com/v1/images/style/properties/a17db8e6c96c44467950a37c02e56465_images.jpg;WOMEN
56076;Women;Personal Care;Lips;Lip Liner;Maroon;Spring;2017;Casual;Colorbar Moody Maroon Lip Liner 003;56076.jpg;http://assets.myntassets.com/assets/images/56076/2019/1/11/f1a6e5ed-4165-42c2-bc9f-89c29fc318c41547191862895-Colorbar-Moody-Maroon-Lip-Liner-003-1671547191862802-1.jpg;WOMEN
55333;Women;Personal Care;Hair;Hair Colour;Burgundy;Spring;2017;Casual;Revlon Colorsilk 3DB Deep Burgundy Hair Colour;55333.jpg;http://assets.myntassets.com/v1/images/style/properties/Revlon-Colorsilk-3DB-Deep-Burgundy-Hair-Colour_ebe57777440b165ebe758f057f31fdcf_images.jpg;WOMEN
11245;Women;Apparel;Bottomwear;Churidar;Black;Fall;2011;Ethnic;Urban Yoga Women Solid Black Churidar;11245.jpg;http://assets.myntassets.com/v1/images/style/properties/4900e5dbcad7592d160e18cafc8e840f_images.jpg;WOMEN
37559;Girls;Apparel;Bottomwear;Shorts;Green;Summer;2012;Casual;Madagascar3 Girls Green Shorts;37559.jpg;http://assets.myntassets.com/v1/images/style/properties/d51cfcda64ad50e35d55be5de01b7836_images.jpg;WOMEN
29981;Women;Free Items;Free Gifts;Free Gifts;Blue;Winter;2016;Casual;Aspen Women Blue Dial Watch;29981.jpg;http://assets.myntassets.com/v1/images/style/properties/939c882f33e24ebe570b8708e16046d9_images.jpg;WOMEN
55097;Women;Personal Care;Skin;Face Moisturisers;Gold;Spring;2017;Casual;Pond's Gold Radiance Precious Youth Serum;55097.jpg;http://assets.myntassets.com/v1/images/style/properties/Ponds-Gold-Radiance-Precious-Youth-Serum_80e890e5f336b7c3f5c42122e54325cb_images.jpg;WOMEN
33990;Women;Accessories;Scarves;Scarves;Grey;Summer;2012;Casual;Femella Women Printed Grey Scarf;33990.jpg;http://assets.myntassets.com/v1/images/style/properties/932348efe22ef145fba4363a31538a87_images.jpg;WOMEN
58567;Men;Apparel;Bottomwear;Tracksuits;Navy Blue;Summer;2012;Sports;Puma Men Navy Blue Tracksuit;58567.jpg;http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Navy-Blue-Tracksuit_917be11f6d78d9a850e0e8dced89b046_images.jpg;MEN
25794;Men;Apparel;Topwear;Suspenders;Navy Blue;Summer;2012;Formal;Arrow Men Navy Blue Suspenders;25794.jpg;http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Navy-Blue-Suspenders_6744b8a0157e1d97e78ae52fe6644eb8_images.jpg;MEN
44966;Men;Free Items;Free Gifts;Free Gifts;Gold;Winter;2016;Casual;Maxima Men Gold Dial Watch;44966.jpg;http://assets.myntassets.com/v1/images/style/properties/7b790c5c2492531bc9a95aa2a6491862_images.jpg;MEN
56267;Men;Apparel;Loungewear and Nightwear;Night suits;Navy Blue;Summer;2016;Casual;SDL by Sweet Dreams Men Grey & Blue Pyjama Set;56267.jpg;http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Men-Grey---Blue-Pyjama-Set_6baebd11db38f5992ee803b135bb5608_images.jpg;MEN
51597;Women;Apparel;Bottomwear;Jeggings;Blue;Summer;2012;Casual;Wrangler Women Blue Jeggings;51597.jpg;http://assets.myntassets.com/v1/images/style/properties/6d334fc9dee55b00e12fccc32ad869fe_images.jpg;WOMEN
23467;Men;Accessories;Scarves;Scarves;Beige;Winter;2015;Casual;Lino Perros Men Beige Check Scarf;23467.jpg;http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Men-Beige-Check-Scarf1637866923e85a0ca4ee84bbd5ff3c2d_images.jpg;MEN
43890;Men;Footwear;Sandal;Sports Sandals;Black;Summer;2012;Casual;Puma Men Black Techno Sandals;43890.jpg;http://assets.myntassets.com/v1/images/style/properties/42a9709701ab29c22c1988d191ae5e80_images.jpg;MEN
48736;Men;Accessories;Jewellery;Bangle;Steel;Fall;2012;Casual;Revv Men Golden Steel Bangle;48736.jpg;http://assets.myntassets.com/v1/images/style/properties/fba930a96ebc4e065fcd31fda1a2a9d6_images.jpg;MEN
56241;Men;Apparel;Loungewear and Nightwear;Night suits;Navy Blue;Summer;2016;Casual;SDL by Sweet Dreams Men Blue & Grey Pyjama Set;56241.jpg;http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Men-Blue---Grey-Pyjama-Set_e079d0c2c1e54e7b244e70f1005df412_images.jpg;MEN
37577;Girls;Accessories;Gloves;Gloves;Pink;Summer;2012;Casual;Madagascar 3 Infants Girl Pink Mittens;37577.jpg;http://assets.myntassets.com/v1/images/style/properties/c013eaf51b6dc7416f9ac3289d353a93_images.jpg;WOMEN
20365;Women;Apparel;Bottomwear;Stockings;Brown;Fall;2011;Casual;United Colors of Benetton Women Solid Dark Brown Tights;20365.jpg;http://assets.myntassets.com/v1/images/style/properties/8e97d38eb4f8cb775b96e645a8a17671_images.jpg;WOMEN
27470;Women;Apparel;Innerwear;Camisoles;Skin;Summer;2018;Casual;Jockey Beige Camisole;27470.jpg;http://assets.myntassets.com/assets/images/27470/2017/6/27/11498545270340-Jockey-Beige-Camisole-5401498545270131-1.jpg;WOMEN
51075;Women;Free Items;Free Gifts;Free Gifts;Cream;Summer;2012;Ethnic;Satya Paul Cream and Brown Saree;51075.jpg;http://assets.myntassets.com/v1/images/style/properties/fa868b54f41938a733a1692455cdb337_images.jpg;WOMEN
35195;Women;Accessories;Bags;Backpacks;Pink;Spring;2013;Casual;Wildcraft Women Pink Backpack;35195.jpg;http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Women-Campus---Youth-Pink-Backpack_c46d692ad4d375afa481243fa53b0b2a_images.jpg;WOMEN
15033;Women;Apparel;Topwear;Sweaters;Grey;Fall;2011;Casual;ADIDAS Women Stripes Solid Grey Sweaters;15033.jpg;http://assets.myntassets.com/v1/images/style/properties/c1fa76dec654ca8073f5d758bf618367_images.jpg;WOMEN
54967;Men;Free Items;Free Gifts;Free Gifts;Black;Spring;2017;Casual;Rasasi Men Olympic Flame Deo;54967.jpg;http://assets.myntassets.com/v1/images/style/properties/fd2008921fc2b00c43abb98eae9fdb34_images.jpg;MEN
17378;Men;Accessories;Accessories;Accessory Gift Set;Purple;Fall;2011;Formal;Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack;17378.jpg;http://assets.myntassets.com/v1/images/style/properties/bd7f3eb404d5a09c30a017643a549641_images.jpg;MEN
46055;Women;Accessories;Jewellery;Bracelet;Gold;Winter;2016;Casual;Estelle Women Gold Bracelet;46055.jpg;http://assets.myntassets.com/v1/images/style/properties/6ef9a34fd08223c2fdc95472955af941_images.jpg;WOMEN
55301;Women;Personal Care;Makeup;Eyeshadow;Green;Spring;2017;Casual;Lakme Shadow Artist Shimmer Stick;55301.jpg;http://assets.myntassets.com/v1/images/style/properties/Lakme-Shadow-Artist-Shimmer-Stick_3ec4633b3f3096011442ba801936883e_images.jpg;WOMEN
59839;Women;Personal Care;Fragrance;Fragrance Gift Set;Maroon;Spring;2017;Casual;Valley of Flowers Women Fragrance Gift Set;59839.jpg;http://assets.myntassets.com/v1/images/style/properties/Valley-of-Flowers-Women-Fragrance-Gift-Set_a53548f7e9975698f4ae232580132569_images.jpg;WOMEN
47045;Women;Apparel;Bottomwear;Salwar;Green;Summer;2012;Ethnic;Shree Women Green & Purple Jodhpuri Salwar;47045.jpg;http://assets.myntassets.com/v1/images/style/properties/3d4e85424da00f4b64b110a65b2ed1f9_images.jpg;WOMEN
32533;Men;Personal Care;Fragrance;Fragrance Gift Set;Black;Spring;2017;Casual;Playboy Men Hollywood Fragrance Gift Set;32533.jpg;http://assets.myntassets.com/assets/images/32533/2019/1/25/a67cbb37-a8d9-44ad-9515-b8f606b5c6d11548412852142-Playboy-Men-Hollywood-Fragrance-Gift-Set-8761548412852025-1.jpg;MEN
